Name,Age,Salary,Gender,Department,Position,Joining Date,Performance Score,Email,Phone Number,proper()
 eve ,25,55000,Other,IT,Assistant,20-02-2020,D,,123-456-7890, Eve 
 frank ,thirty,50000,Male,Marketing,Clerk,"April 5, 2018",F,nan,nan, Frank 
 jack ,nan,55000,Other,Finance,Analyst,20-02-2020,D,name@company.org,098-765-4321, Jack 
 eve ,nan,50000,Other,Finance,Clerk,2019.12.01,D,name@company.org, , Eve 
 frank ,50,50000,Male,Marketing,Manager,01/15/2020,A,name@company.org, , Frank 
 eve ,40,SIXTY THOUSAND,Male,Finance,Analyst,"April 5, 2018",A,email@example.com,123-456-7890, Eve 
 eve ,40, NAN ,Male,Sales,Manager,20-02-2020,A,nan,555-555-5555, Eve 
 david ,50,65000,Male,HR,Analyst,01/15/2020,C,user@domain.com,555-555-5555, David 
 charlie ,nan,55000,Male,HR,Assistant,03-25-2019,A,name@company.org,123-456-7890, Charlie 
 charlie ,nan,50000,Male,HR,Assistant,20-02-2020,F,name@company.org, , Charlie 
 david ,nan,55000,Other,Finance,Assistant,01/15/2020,D,email@example.com, , David 
 ivy ,thirty, NAN ,Other,Finance,Manager,2019.12.01,F,user@domain.com,555-555-5555, Ivy 
 bob ,nan,65000,Female,IT,Director,03-25-2019,A,nan,098-765-4321, Bob 
 ivy ,35, NAN ,Other,IT,Analyst,2019.12.01,C,,nan, Ivy 
 alice ,25,65000,Other,HR,Assistant,01/15/2020,C,email@example.com,098-765-4321, Alice 
 alice ,nan,70000,Male,Sales,Analyst,2019.12.01,D,nan, , Alice 
 eve ,50,65000,Male,IT,Manager,01/15/2020,F,,098-765-4321, Eve 
 frank ,25,SIXTY THOUSAND,Other,IT,Director,01/15/2020,B,name@company.org,nan, Frank 
 frank ,thirty, NAN ,Female,Finance,Manager,2019.12.01,F,name@company.org,098-765-4321, Frank 
 charlie ,50,50000,Male,Sales,Analyst,01/15/2020,A,user@domain.com,098-765-4321, Charlie 
 grace ,25,70000,Other,HR,Director,20-02-2020,B,,098-765-4321, Grace 
 ivy ,50,SIXTY THOUSAND,Other,IT,Director,01/15/2020,C,name@company.org,098-765-4321, Ivy 
 jack ,thirty,55000,Female,Sales,Manager,"April 5, 2018",D,name@company.org,123-456-7890, Jack 
 hannah ,35, NAN ,Female,Sales,Assistant,01/15/2020,D,user@domain.com, , Hannah 
 frank ,thirty,50000,Male,HR,Analyst,"April 5, 2018",C,nan,nan, Frank 
 hannah ,thirty,65000,Female,Sales,Clerk,01/15/2020,A,name@company.org, , Hannah 
 eve ,50,50000,Other,Sales,Clerk,01/15/2020,C,email@example.com,123-456-7890, Eve 
 hannah ,40,55000,Other,Sales,Manager,2019.12.01,A,email@example.com,123-456-7890, Hannah 
 jack ,nan,70000,Female,IT,Analyst,20-02-2020,B,nan,123-456-7890, Jack 
 david ,nan,70000,Female,HR,Analyst,20-02-2020,C,,123-456-7890, David 
 jack ,35, NAN ,Female,Sales,Manager,03-25-2019,A,user@domain.com,098-765-4321, Jack 
 hannah ,35,70000,Female,Sales,Analyst,2019.12.01,B,email@example.com, , Hannah 
 jack ,nan, NAN ,Male,IT,Assistant,2019.12.01,C,email@example.com,555-555-5555, Jack 
 bob ,40, NAN ,Female,HR,Manager,20-02-2020,D,nan,nan, Bob 
 eve ,nan, NAN ,Male,Finance,Assistant,2019.12.01,C,,123-456-7890, Eve 
 ivy ,40,65000,Other,IT,Analyst,20-02-2020,F,, , Ivy 
 david ,35,SIXTY THOUSAND,Female,HR,Manager,2019.12.01,C,nan,123-456-7890, David 
 frank ,25, NAN ,Male,Sales,Analyst,01/15/2020,F,email@example.com,123-456-7890, Frank 
 alice ,50, NAN ,Female,HR,Manager,20-02-2020,B,user@domain.com,123-456-7890, Alice 
 ivy ,35,SIXTY THOUSAND,Other,HR,Analyst,20-02-2020,C,email@example.com,123-456-7890, Ivy 
 alice ,35,50000,Other,HR,Assistant,"April 5, 2018",B,,123-456-7890, Alice 
 eve ,thirty, NAN ,Other,Finance,Assistant,2019.12.01,B,email@example.com,nan, Eve 
 david ,thirty,65000,Female,HR,Analyst,2019.12.01,A,user@domain.com, , David 
 charlie ,thirty,70000,Female,Finance,Manager,20-02-2020,B,name@company.org,123-456-7890, Charlie 
 frank ,50,70000,Male,Sales,Clerk,01/15/2020,B,email@example.com,123-456-7890, Frank 
 bob ,thirty,55000,Other,Finance,Assistant,01/15/2020,C,nan,123-456-7890, Bob 
 charlie ,40,55000,Female,Sales,Assistant,01/15/2020,C,name@company.org,123-456-7890, Charlie 
 eve ,nan,70000,Other,Sales,Clerk,2019.12.01,D,nan,098-765-4321, Eve 
 ivy ,25,70000,Other,Finance,Analyst,"April 5, 2018",A,nan,098-765-4321, Ivy 
 bob ,35,65000,Male,IT,Manager,20-02-2020,B,nan,555-555-5555, Bob 
 jack ,40,SIXTY THOUSAND,Male,Marketing,Analyst,03-25-2019,A,email@example.com,123-456-7890, Jack 
 hannah ,25,55000,Male,HR,Director,"April 5, 2018",F,,555-555-5555, Hannah 
 bob ,40,SIXTY THOUSAND,Male,Marketing,Assistant,03-25-2019,B,name@company.org,nan, Bob 
 eve ,40,65000,Other,HR,Director,"April 5, 2018",A,user@domain.com,555-555-5555, Eve 
 grace ,35,70000,Male,HR,Assistant,01/15/2020,D,, , Grace 
 hannah ,nan, NAN ,Male,Sales,Assistant,2019.12.01,D,email@example.com,098-765-4321, Hannah 
 alice ,thirty,SIXTY THOUSAND,Male,HR,Director,03-25-2019,B,nan,098-765-4321, Alice 
 frank ,50,70000,Male,HR,Director,"April 5, 2018",F,user@domain.com,123-456-7890, Frank 
 alice ,nan,70000,Other,Finance,Analyst,2019.12.01,D,name@company.org,123-456-7890, Alice 
 bob ,50,50000,Male,Marketing,Director,03-25-2019,D,,nan, Bob 
 alice ,35,SIXTY THOUSAND,Other,Finance,Analyst,20-02-2020,F,,nan, Alice 
 eve ,35, NAN ,Female,HR,Analyst,"April 5, 2018",A,user@domain.com, , Eve 
 jack ,35,SIXTY THOUSAND,Other,Sales,Analyst,20-02-2020,D,email@example.com,123-456-7890, Jack 
 ivy ,25,70000,Other,Finance,Assistant,01/15/2020,C,name@company.org,123-456-7890, Ivy 
 frank ,50, NAN ,Male,Finance,Assistant,20-02-2020,D,user@domain.com,nan, Frank 
 alice ,nan,65000,Female,IT,Director,20-02-2020,A,nan,nan, Alice 
 alice ,nan,50000,Female,HR,Assistant,"April 5, 2018",A,name@company.org,nan, Alice 
 bob ,40,70000,Female,Sales,Director,01/15/2020,B,,098-765-4321, Bob 
 ivy ,40,55000,Female,Finance,Assistant,20-02-2020,C,user@domain.com,555-555-5555, Ivy 
 charlie ,40,55000,Other,Finance,Manager,2019.12.01,A,,555-555-5555, Charlie 
 alice ,35,50000,Female,Sales,Manager,03-25-2019,F,,123-456-7890, Alice 
 eve ,nan,65000,Other,HR,Director,20-02-2020,C,,098-765-4321, Eve 
 grace ,50,70000,Other,IT,Assistant,01/15/2020,C,email@example.com,nan, Grace 
 frank ,35,SIXTY THOUSAND,Other,Finance,Assistant,20-02-2020,F,,123-456-7890, Frank 
 alice ,25,50000,Female,IT,Analyst,03-25-2019,D,nan,098-765-4321, Alice 
 eve ,40,65000,Male,Marketing,Clerk,01/15/2020,F,nan, , Eve 
 eve ,35,SIXTY THOUSAND,Male,HR,Director,"April 5, 2018",F,name@company.org,098-765-4321, Eve 
 frank ,35,55000,Female,Marketing,Clerk,01/15/2020,D,,123-456-7890, Frank 
 charlie ,25,55000,Male,Marketing,Clerk,"April 5, 2018",D,,555-555-5555, Charlie 
 eve ,thirty,SIXTY THOUSAND,Male,Marketing,Director,01/15/2020,D,user@domain.com,nan, Eve 
 grace ,nan,50000,Other,HR,Assistant,03-25-2019,D,email@example.com, , Grace 
 eve ,50,55000,Other,HR,Director,03-25-2019,D,name@company.org,098-765-4321, Eve 
 eve ,thirty,70000,Female,Sales,Clerk,01/15/2020,F,,123-456-7890, Eve 
 eve ,40, NAN ,Female,IT,Assistant,20-02-2020,B,user@domain.com,123-456-7890, Eve 
 jack ,35,SIXTY THOUSAND,Male,IT,Manager,03-25-2019,B,email@example.com,nan, Jack 
 jack ,25,SIXTY THOUSAND,Other,Sales,Director,"April 5, 2018",A,name@company.org,123-456-7890, Jack 
 charlie ,25,55000,Female,Sales,Director,"April 5, 2018",B,name@company.org,123-456-7890, Charlie 
 alice ,nan,50000,Female,Marketing,Assistant,2019.12.01,B,,nan, Alice 
 eve ,thirty,70000,Female,Sales,Manager,"April 5, 2018",F,name@company.org, , Eve 
 ivy ,nan,50000,Female,Finance,Manager,2019.12.01,D,user@domain.com,555-555-5555, Ivy 
 alice ,35,65000,Female,IT,Assistant,01/15/2020,D,name@company.org,555-555-5555, Alice 
 charlie ,nan,65000,Female,Sales,Analyst,01/15/2020,F,nan,098-765-4321, Charlie 
 david ,50, NAN ,Male,Finance,Director,01/15/2020,B,user@domain.com, , David 
 alice ,25,55000,Other,Finance,Director,20-02-2020,F,email@example.com,098-765-4321, Alice 
 alice ,25,55000,Other,Finance,Clerk,20-02-2020,A,email@example.com,555-555-5555, Alice 
 hannah ,40,55000,Female,Finance,Assistant,2019.12.01,D,,nan, Hannah 
 bob ,40, NAN ,Other,Marketing,Clerk,"April 5, 2018",C,,123-456-7890, Bob 
 hannah ,35,65000,Other,Finance,Clerk,"April 5, 2018",A,nan,555-555-5555, Hannah 
 grace ,50,50000,Other,Marketing,Manager,01/15/2020,A,email@example.com, , Grace 
 jack ,thirty, NAN ,Female,Marketing,Director,03-25-2019,F,email@example.com,555-555-5555, Jack 
 jack ,nan, NAN ,Female,Finance,Clerk,20-02-2020,B,email@example.com, , Jack 
 bob ,35,50000,Other,IT,Manager,20-02-2020,D,email@example.com, , Bob 
 frank ,40,55000,Other,Finance,Assistant,01/15/2020,C,name@company.org, , Frank 
 frank ,nan,70000,Female,Finance,Clerk,20-02-2020,A,user@domain.com,098-765-4321, Frank 
 charlie ,40,50000,Male,Finance,Director,01/15/2020,C,user@domain.com,nan, Charlie 
 bob ,nan,65000,Other,IT,Clerk,2019.12.01,B,nan,555-555-5555, Bob 
 alice ,thirty,SIXTY THOUSAND,Male,HR,Assistant,"April 5, 2018",B,name@company.org,nan, Alice 
 frank ,35,SIXTY THOUSAND,Other,HR,Clerk,03-25-2019,C,email@example.com,123-456-7890, Frank 
 eve ,nan, NAN ,Male,Marketing,Director,"April 5, 2018",D,email@example.com,555-555-5555, Eve 
 ivy ,50,SIXTY THOUSAND,Male,Marketing,Manager,"April 5, 2018",B,,nan, Ivy 
 alice ,25,70000,Male,IT,Director,2019.12.01,C,,nan, Alice 
 grace ,50,55000,Female,Sales,Manager,20-02-2020,A,nan,123-456-7890, Grace 
 eve ,50,65000,Male,HR,Analyst,03-25-2019,C,email@example.com, , Eve 
 eve ,25,70000,Male,Marketing,Director,20-02-2020,C,nan,555-555-5555, Eve 
 bob ,50,65000,Male,HR,Director,"April 5, 2018",F,name@company.org,555-555-5555, Bob 
 charlie ,nan,65000,Other,IT,Assistant,01/15/2020,B,user@domain.com,123-456-7890, Charlie 
 grace ,nan,55000,Male,IT,Clerk,"April 5, 2018",D,email@example.com, , Grace 
 frank ,nan, NAN ,Other,Sales,Manager,20-02-2020,D,name@company.org,555-555-5555, Frank 
 bob ,25,SIXTY THOUSAND,Male,Sales,Manager,"April 5, 2018",F,email@example.com,555-555-5555, Bob 
 frank ,50,55000,Male,IT,Assistant,01/15/2020,D,,555-555-5555, Frank 
 bob ,25,70000,Female,Marketing,Assistant,2019.12.01,C,nan, , Bob 
 bob ,nan, NAN ,Other,HR,Clerk,20-02-2020,F,,123-456-7890, Bob 
 bob ,50,70000,Male,Finance,Clerk,"April 5, 2018",A,user@domain.com,555-555-5555, Bob 
 charlie ,50, NAN ,Other,Sales,Director,20-02-2020,B,,nan, Charlie 
 bob ,40,70000,Other,Finance,Analyst,2019.12.01,B,email@example.com, , Bob 
 david ,40,55000,Female,Marketing,Clerk,"April 5, 2018",B,,098-765-4321, David 
 ivy ,thirty, NAN ,Female,Sales,Assistant,"April 5, 2018",C,email@example.com,123-456-7890, Ivy 
 frank ,35, NAN ,Female,Finance,Clerk,20-02-2020,A,user@domain.com,nan, Frank 
 alice ,40,65000,Female,Marketing,Manager,20-02-2020,F,,555-555-5555, Alice 
 hannah ,25,65000,Female,HR,Analyst,01/15/2020,F,nan,098-765-4321, Hannah 
 grace ,40,50000,Female,Marketing,Director,2019.12.01,B,nan,123-456-7890, Grace 
 jack ,thirty,70000,Female,Sales,Manager,01/15/2020,A,nan, , Jack 
 charlie ,50,65000,Female,IT,Manager,"April 5, 2018",A,,098-765-4321, Charlie 
 alice ,thirty,50000,Male,HR,Analyst,20-02-2020,A,,098-765-4321, Alice 
 eve ,50,65000,Other,Finance,Director,"April 5, 2018",D,,nan, Eve 
 david ,50,70000,Female,Sales,Assistant,"April 5, 2018",D,email@example.com,123-456-7890, David 
 jack ,35, NAN ,Female,IT,Director,03-25-2019,B,user@domain.com,nan, Jack 
 hannah ,40,SIXTY THOUSAND,Other,Marketing,Clerk,03-25-2019,A,nan,nan, Hannah 
 alice ,25,70000,Male,IT,Manager,"April 5, 2018",A,email@example.com,555-555-5555, Alice 
 jack ,25,55000,Other,Sales,Clerk,20-02-2020,F,nan, , Jack 
 alice ,nan,65000,Other,Sales,Assistant,"April 5, 2018",F,email@example.com,098-765-4321, Alice 
 david ,50,65000,Female,IT,Clerk,03-25-2019,B,,123-456-7890, David 
 hannah ,25, NAN ,Other,Marketing,Director,20-02-2020,A,nan, , Hannah 
 eve ,35,55000,Other,IT,Clerk,"April 5, 2018",B,, , Eve 
 bob ,50, NAN ,Female,Sales,Assistant,2019.12.01,F,nan,123-456-7890, Bob 
 frank ,35,55000,Female,Sales,Assistant,2019.12.01,F,name@company.org, , Frank 
 eve ,25,SIXTY THOUSAND,Female,Finance,Assistant,"April 5, 2018",D,email@example.com,555-555-5555, Eve 
 bob ,25,65000,Female,Finance,Director,20-02-2020,B,name@company.org, , Bob 
 charlie ,nan,65000,Other,HR,Assistant,"April 5, 2018",B,email@example.com,555-555-5555, Charlie 
 ivy ,25,SIXTY THOUSAND,Other,Sales,Manager,"April 5, 2018",A,user@domain.com,098-765-4321, Ivy 
 grace ,50,50000,Male,Finance,Assistant,03-25-2019,A,nan,098-765-4321, Grace 
 grace ,50, NAN ,Male,IT,Clerk,2019.12.01,D,user@domain.com,nan, Grace 
 frank ,50,SIXTY THOUSAND,Other,Marketing,Clerk,03-25-2019,C,user@domain.com,555-555-5555, Frank 
 hannah ,nan, NAN ,Male,IT,Clerk,03-25-2019,C,email@example.com,098-765-4321, Hannah 
 david ,nan,70000,Other,Marketing,Director,"April 5, 2018",C,name@company.org, , David 
 hannah ,25,65000,Male,Finance,Clerk,03-25-2019,B,,123-456-7890, Hannah 
 david ,thirty, NAN ,Female,HR,Director,2019.12.01,B,email@example.com,123-456-7890, David 
 hannah ,thirty,55000,Male,IT,Director,03-25-2019,F,,555-555-5555, Hannah 
 ivy ,nan, NAN ,Female,IT,Assistant,2019.12.01,B,user@domain.com,nan, Ivy 
 charlie ,25,70000,Female,IT,Manager,03-25-2019,B,, , Charlie 
 charlie ,thirty,65000,Female,Marketing,Assistant,2019.12.01,B,name@company.org,555-555-5555, Charlie 
 bob ,25,SIXTY THOUSAND,Female,Finance,Assistant,03-25-2019,D,email@example.com,123-456-7890, Bob 
 jack ,25,70000,Male,IT,Director,03-25-2019,B,name@company.org,555-555-5555, Jack 
 charlie ,25,65000,Other,IT,Director,20-02-2020,A,name@company.org, , Charlie 
 charlie ,40, NAN ,Female,HR,Clerk,2019.12.01,A,email@example.com,098-765-4321, Charlie 
 eve ,50,50000,Male,HR,Clerk,2019.12.01,F,name@company.org, , Eve 
 eve ,25,50000,Female,Finance,Assistant,2019.12.01,D,nan,098-765-4321, Eve 
 bob ,40,55000,Male,Finance,Analyst,01/15/2020,A,nan,098-765-4321, Bob 
 jack ,nan,65000,Male,Sales,Analyst,03-25-2019,D,nan,098-765-4321, Jack 
 frank ,thirty,50000,Male,HR,Clerk,2019.12.01,D,,555-555-5555, Frank 
 eve ,50,SIXTY THOUSAND,Other,Sales,Analyst,01/15/2020,F,name@company.org,123-456-7890, Eve 
 frank ,thirty,65000,Male,Marketing,Clerk,20-02-2020,D,email@example.com,555-555-5555, Frank 
 alice ,50,SIXTY THOUSAND,Male,Sales,Director,2019.12.01,B,email@example.com,123-456-7890, Alice 
 eve ,thirty,SIXTY THOUSAND,Other,IT,Assistant,2019.12.01,D,, , Eve 
 ivy ,50,50000,Other,Sales,Manager,01/15/2020,F,email@example.com,nan, Ivy 
 jack ,thirty,65000,Male,Finance,Assistant,03-25-2019,F,nan, , Jack 
 bob ,thirty, NAN ,Other,Marketing,Clerk,20-02-2020,F,name@company.org,555-555-5555, Bob 
 alice ,thirty,70000,Female,IT,Clerk,2019.12.01,A,email@example.com,555-555-5555, Alice 
 jack ,thirty,50000,Female,Sales,Assistant,03-25-2019,B,email@example.com,123-456-7890, Jack 
 ivy ,nan,50000,Other,Marketing,Clerk,20-02-2020,A,user@domain.com,555-555-5555, Ivy 
 jack ,25, NAN ,Other,Marketing,Analyst,"April 5, 2018",C,user@domain.com,098-765-4321, Jack 
 ivy ,35,65000,Male,IT,Analyst,"April 5, 2018",B,user@domain.com,555-555-5555, Ivy 
 ivy ,40,65000,Other,Sales,Clerk,20-02-2020,D,name@company.org,123-456-7890, Ivy 
 frank ,35,SIXTY THOUSAND,Male,Marketing,Clerk,01/15/2020,F,nan,123-456-7890, Frank 
 hannah ,35, NAN ,Female,Marketing,Analyst,20-02-2020,C,nan,098-765-4321, Hannah 
 alice ,50, NAN ,Other,HR,Clerk,20-02-2020,B,nan,123-456-7890, Alice 
 jack ,25,65000,Male,Marketing,Clerk,01/15/2020,A,name@company.org,nan, Jack 
 david ,50,SIXTY THOUSAND,Male,HR,Assistant,01/15/2020,F,name@company.org, , David 
 alice ,25,50000,Female,Sales,Manager,03-25-2019,A,user@domain.com,555-555-5555, Alice 
 hannah ,25,55000,Other,Sales,Analyst,03-25-2019,B,email@example.com,nan, Hannah 
 alice ,thirty,70000,Female,Sales,Assistant,01/15/2020,B,,555-555-5555, Alice 
 charlie ,nan,50000,Male,Finance,Manager,"April 5, 2018",C,,nan, Charlie 
 david ,thirty,65000,Male,Sales,Clerk,"April 5, 2018",D,email@example.com,555-555-5555, David 
 hannah ,nan,70000,Other,Marketing,Clerk,20-02-2020,A,user@domain.com,098-765-4321, Hannah 
 frank ,50,55000,Male,IT,Assistant,2019.12.01,C,email@example.com,123-456-7890, Frank 
 jack ,nan,55000,Other,HR,Clerk,20-02-2020,F,email@example.com,123-456-7890, Jack 
 grace ,50,SIXTY THOUSAND,Female,Finance,Director,20-02-2020,D,,098-765-4321, Grace 
 hannah ,35,70000,Other,Sales,Assistant,2019.12.01,C,user@domain.com,nan, Hannah 
 bob ,35,SIXTY THOUSAND,Other,Sales,Manager,01/15/2020,A,name@company.org, , Bob 
 jack ,nan,50000,Male,IT,Assistant,"April 5, 2018",B,,nan, Jack 
 hannah ,nan, NAN ,Male,IT,Analyst,20-02-2020,F,name@company.org,123-456-7890, Hannah 
 charlie ,50, NAN ,Other,Finance,Assistant,2019.12.01,A,user@domain.com, , Charlie 
 grace ,thirty, NAN ,Male,HR,Clerk,03-25-2019,D,email@example.com,555-555-5555, Grace 
 charlie ,50,70000,Male,Sales,Clerk,20-02-2020,D,nan, , Charlie 
 grace ,thirty, NAN ,Male,Finance,Director,"April 5, 2018",B,nan,nan, Grace 
 bob ,35,50000,Other,Marketing,Director,01/15/2020,B,user@domain.com,098-765-4321, Bob 
 jack ,25,SIXTY THOUSAND,Male,Marketing,Director,20-02-2020,F,nan,555-555-5555, Jack 
 frank ,nan,70000,Other,Finance,Manager,20-02-2020,F,name@company.org,nan, Frank 
 charlie ,thirty,SIXTY THOUSAND,Male,Sales,Director,2019.12.01,B,nan,555-555-5555, Charlie 
 charlie ,50,70000,Female,Finance,Manager,03-25-2019,B,user@domain.com, , Charlie 
 ivy ,35,SIXTY THOUSAND,Male,Sales,Director,03-25-2019,D,user@domain.com,123-456-7890, Ivy 
 grace ,thirty,55000,Male,IT,Manager,01/15/2020,B,name@company.org,nan, Grace 
 eve ,50,SIXTY THOUSAND,Other,Finance,Assistant,"April 5, 2018",C,nan,098-765-4321, Eve 
 jack ,nan, NAN ,Other,Sales,Assistant,01/15/2020,A,nan, , Jack 
 grace ,nan,55000,Male,Finance,Clerk,20-02-2020,B,email@example.com,nan, Grace 
 ivy ,40,SIXTY THOUSAND,Female,Finance,Manager,20-02-2020,F,,098-765-4321, Ivy 
 alice ,25,70000,Male,Sales,Analyst,03-25-2019,C,user@domain.com,nan, Alice 
 grace ,40,70000,Male,Sales,Clerk,"April 5, 2018",F,email@example.com, , Grace 
 frank ,35,70000,Female,HR,Assistant,2019.12.01,C,user@domain.com,nan, Frank 
 jack ,thirty,65000,Other,Finance,Manager,"April 5, 2018",B,email@example.com,555-555-5555, Jack 
 ivy ,35,50000,Male,Marketing,Director,20-02-2020,A,, , Ivy 
 alice ,50,70000,Other,Finance,Analyst,2019.12.01,F,email@example.com,nan, Alice 
 david ,nan,55000,Other,Finance,Assistant,"April 5, 2018",C,user@domain.com,123-456-7890, David 
 ivy ,40,70000,Female,Sales,Clerk,"April 5, 2018",D,nan,nan, Ivy 
 david ,40,65000,Female,Finance,Manager,2019.12.01,B,user@domain.com,555-555-5555, David 
 jack ,40, NAN ,Other,Finance,Analyst,20-02-2020,A,name@company.org,098-765-4321, Jack 
 charlie ,35,55000,Male,Marketing,Manager,"April 5, 2018",B,name@company.org,098-765-4321, Charlie 
 ivy ,nan,65000,Other,Sales,Director,2019.12.01,D,name@company.org,098-765-4321, Ivy 
 bob ,thirty, NAN ,Male,Finance,Clerk,20-02-2020,A,name@company.org,123-456-7890, Bob 
 david ,50,55000,Male,IT,Manager,2019.12.01,D,,555-555-5555, David 
 frank ,thirty,SIXTY THOUSAND,Female,HR,Assistant,2019.12.01,B,nan, , Frank 
 bob ,35,50000,Male,Marketing,Clerk,"April 5, 2018",C,nan,098-765-4321, Bob 
 hannah ,50,50000,Male,Finance,Assistant,20-02-2020,B,user@domain.com,555-555-5555, Hannah 
 hannah ,40,65000,Other,IT,Manager,"April 5, 2018",B,email@example.com,nan, Hannah 
 alice ,25, NAN ,Female,Finance,Clerk,01/15/2020,B,user@domain.com,123-456-7890, Alice 
 charlie ,35,50000,Male,Finance,Assistant,01/15/2020,F,user@domain.com,555-555-5555, Charlie 
 jack ,35, NAN ,Male,Sales,Director,20-02-2020,D,user@domain.com,555-555-5555, Jack 
 ivy ,nan, NAN ,Female,Sales,Director,2019.12.01,D,user@domain.com, , Ivy 
 eve ,thirty,65000,Other,Sales,Manager,"April 5, 2018",D,nan,555-555-5555, Eve 
 frank ,35,65000,Female,IT,Clerk,"April 5, 2018",F,email@example.com, , Frank 
 david ,35,65000,Female,Finance,Analyst,20-02-2020,C,user@domain.com,123-456-7890, David 
 jack ,40,50000,Male,HR,Clerk,20-02-2020,B,nan,123-456-7890, Jack 
 bob ,40,65000,Male,Marketing,Director,01/15/2020,C,user@domain.com,nan, Bob 
 hannah ,50,50000,Other,Sales,Assistant,03-25-2019,F,name@company.org, , Hannah 
 frank ,25,65000,Male,Sales,Analyst,20-02-2020,D,user@domain.com, , Frank 
 eve ,nan,70000,Male,Finance,Manager,03-25-2019,B,user@domain.com,098-765-4321, Eve 
 ivy ,25, NAN ,Female,Finance,Analyst,20-02-2020,A,,098-765-4321, Ivy 
 alice ,50,65000,Male,IT,Manager,2019.12.01,A,name@company.org,nan, Alice 
 eve ,40,55000,Other,IT,Analyst,2019.12.01,C,email@example.com,123-456-7890, Eve 
 frank ,thirty, NAN ,Female,Sales,Manager,01/15/2020,D,user@domain.com,098-765-4321, Frank 
 eve ,40, NAN ,Other,Finance,Manager,01/15/2020,A,email@example.com,555-555-5555, Eve 
 frank ,nan,65000,Female,HR,Analyst,03-25-2019,C,name@company.org,123-456-7890, Frank 
 frank ,40,SIXTY THOUSAND,Male,Marketing,Analyst,20-02-2020,F,user@domain.com,555-555-5555, Frank 
 grace ,nan,65000,Female,Finance,Manager,"April 5, 2018",C,, , Grace 
 david ,nan, NAN ,Female,Finance,Director,01/15/2020,C,nan,123-456-7890, David 
 hannah ,nan,55000,Male,IT,Analyst,"April 5, 2018",C,,nan, Hannah 
 grace ,50, NAN ,Male,Marketing,Clerk,"April 5, 2018",B,, , Grace 
 ivy ,nan,55000,Other,Sales,Assistant,20-02-2020,C,nan, , Ivy 
 grace ,nan,50000,Other,Finance,Manager,03-25-2019,C,nan,555-555-5555, Grace 
 charlie ,thirty,70000,Male,Sales,Manager,20-02-2020,B,nan, , Charlie 
 charlie ,25, NAN ,Male,Finance,Assistant,01/15/2020,B,user@domain.com,098-765-4321, Charlie 
 hannah ,35,65000,Male,Sales,Director,"April 5, 2018",F,email@example.com,123-456-7890, Hannah 
 eve ,25,50000,Female,Marketing,Assistant,20-02-2020,D,email@example.com,098-765-4321, Eve 
 david ,nan,70000,Female,IT,Analyst,20-02-2020,A,nan,555-555-5555, David 
 hannah ,thirty,65000,Female,Marketing,Assistant,20-02-2020,A,,555-555-5555, Hannah 
 frank ,40,SIXTY THOUSAND,Male,HR,Manager,01/15/2020,C,name@company.org,123-456-7890, Frank 
 bob ,thirty,65000,Other,IT,Assistant,03-25-2019,F,nan, , Bob 
 david ,nan,55000,Male,Marketing,Clerk,20-02-2020,C,,nan, David 
 david ,thirty,55000,Female,HR,Analyst,01/15/2020,A,,555-555-5555, David 
 frank ,thirty,SIXTY THOUSAND,Female,Finance,Assistant,"April 5, 2018",B,user@domain.com,123-456-7890, Frank 
 frank ,nan,50000,Male,Finance,Manager,2019.12.01,D,user@domain.com,nan, Frank 
 alice ,50,70000,Male,Sales,Analyst,01/15/2020,F,email@example.com, , Alice 
 hannah ,thirty,65000,Female,IT,Manager,2019.12.01,B,email@example.com,555-555-5555, Hannah 
 frank ,35,55000,Female,Finance,Director,20-02-2020,D,name@company.org,123-456-7890, Frank 
 charlie ,35,50000,Female,IT,Clerk,20-02-2020,F,name@company.org,123-456-7890, Charlie 
 ivy ,thirty,SIXTY THOUSAND,Male,Finance,Director,01/15/2020,F,name@company.org,123-456-7890, Ivy 
 bob ,50, NAN ,Female,Sales,Clerk,2019.12.01,A,name@company.org,555-555-5555, Bob 
 hannah ,40,55000,Female,Marketing,Assistant,20-02-2020,B,,nan, Hannah 
 jack ,nan,SIXTY THOUSAND,Other,Sales,Analyst,"April 5, 2018",F,,123-456-7890, Jack 
 charlie ,35,65000,Male,HR,Assistant,03-25-2019,F,email@example.com, , Charlie 
 eve ,40,70000,Other,Finance,Clerk,03-25-2019,D,user@domain.com,123-456-7890, Eve 
 frank ,thirty,55000,Other,HR,Clerk,20-02-2020,A,user@domain.com,nan, Frank 
 jack ,40,55000,Female,HR,Clerk,2019.12.01,C,nan,555-555-5555, Jack 
 frank ,25,65000,Male,IT,Manager,20-02-2020,A,,123-456-7890, Frank 
 david ,35, NAN ,Female,Finance,Analyst,2019.12.01,C,name@company.org,123-456-7890, David 
 charlie ,thirty,50000,Male,HR,Assistant,"April 5, 2018",B,name@company.org, , Charlie 
 david ,nan,70000,Other,Marketing,Assistant,2019.12.01,B,nan, , David 
 alice ,50,55000,Male,HR,Director,20-02-2020,F,user@domain.com,123-456-7890, Alice 
 david ,thirty,70000,Female,Marketing,Clerk,"April 5, 2018",B,name@company.org,123-456-7890, David 
 alice ,nan,55000,Female,IT,Clerk,01/15/2020,F,user@domain.com, , Alice 
 alice ,50,70000,Female,HR,Clerk,03-25-2019,A,nan,nan, Alice 
